"county","median_cases","median_ratiocases","median_total_population","median_population_density","median_deaths","mean_D_stay_at_home_effective","median_days_stay_at_home_effective","median_mean_temp","median_dewpoint","median_life_expectancy","median_years_of_potential_life_lost_rate","median_age_adjusted_death_rate","median_percent_fair_or_poor_health","median_percent_low_birthweight","median_average_number_of_physically_unhealthy_days","median_percent_adults_with_diabetes","median_num_hiv_cases","median_percent_adults_with_obesity","median_food_environment_index","median_num_food_insecure","median_percent_excessive_drinking","median_percent_uninsured","median_num_primary_care_physicians","median_preventable_hospitalization_rate","median_percentile_rank_social_vulnerability","median_percentile_rank_socioeconomic_theme","median_percentile_rank_below_poverty","median_percentile_rank_unemployed","median_percentile_rank_per_capita_income","median_percentile_rank_no_highschool_diploma","median_percentile_rank_household_comp_disability_theme","median_percentile_rank_age_65_and_older","median_percentile_rank_age_17_and_younger","median_percentile_rank_disabled","median_percentile_rank_single_parent_households","median_percentile_rank_minority_status_and_language_theme","median_percentile_rank_minorities","median_percentile_rank_limited_english_abilities","median_percentile_rank_housing_and_transportation","median_percentile_percentile_rank_multi_unit_housing","median_percentile_rank_mobile_homes","median_percentile_rank_overcrowding","median_percentile_rank_no_vehicle","median_percentile_rank_institutionalized_in_group_quarters"
"Norfolk city",2796.5,0.0113806547183018,245724,4612.23066667641,20.5,0.961538461538462,119.5,20.5555555555556,60.1,75.362875013,9578.0576006,487.25409843,19.405438363,10.694954763,3.8879894424,10.8,1430,33.6,6.5,45010,20.209699854,11.660729339,238,5638,0.7705,0.6695,0.794,0.8259,0.4113,0.482,0.1254,0.0264,0.2178,0.2114,0.95,0.8478,0.9144,0.6699,0.9542,0.9596,0.0312,0.7026,0.9608,0.9366
"Norton city",21.5,0.00540472599296129,3978,531.757494378492,0,1,135.5,18.6111111111111,57,73.017981055,12072.100499,590.64281461,18.644334687,6.8548387097,4.2384417784,9.5,0,31.8,7.4,670,16.338022941,11.39439723,6,6775,0.8513,0.9201,0.929,0.9637,0.8532,0.7084,0.5339,0.3133,0.2276,0.6991,0.8198,0.5664,0.4543,0.6619,0.7978,0.9083,0.6781,0.2531,0.9252,0.3314
"Nottoway",183,0.0117000191803593,15641,49.7503782713783,14,0.977272727272727,138.5,17.8888888888889,57,75.29333128,8976.4859135,463.8850896,21.138334828,11.764705882,4.2292375541,22.6,69,39,4.8,2670,15.249918805,13.432126912,10,5519,0.9704,0.8848,0.8026,0.6937,0.8676,0.9414,0.6651,0.6049,0.1958,0.7195,0.7119,0.8255,0.852,0.6905,0.9949,0.6835,0.554,0.93,0.8676,0.9376
"Nueces",5088.5,0.0143069219241594,355667,424.264746123237,36,0.957943925233645,97.5,26.1666666666667,70.15,78.390236249,7843.9145286,399.03772057,23.326161652,8.6236470101,4.0799674481,13.1,611,32.7,7.6,41660,19.907853456,19.008383831,299,4561,0.8204,0.5498,0.5855,0.3964,0.3852,0.7599,0.6648,0.1394,0.8399,0.3521,0.9007,0.9459,0.9663,0.8596,0.8679,0.886,0.134,0.9261,0.788,0.5339
"Nye",313,0.00724570581971388,43198,2.37587856350042,7,0.953846153846154,117.5,17.7777777777778,18.95,74.052702244,11506.385223,550.67677775,19.120232055,9.53307393,4.2779420903,13.6,61,33.5,6.2,6120,17.721231282,12.808295024,13,4408,0.6839,0.7459,0.5976,0.9691,0.5941,0.6211,0.6017,0.9733,0.0583,0.9599,0.1496,0.7167,0.6119,0.7494,0.3629,0.3709,0.9784,0.6275,0.1175,0.1831
"Oakland",13677.5,0.0110729711021968,1235215,1423.95089875216,1121.5,0.948148148148148,120.5,14.2777777777778,45.5,80.235235009,5874.2136834,285.95578985,12.033865285,8.2432849645,3.1015837486,8.8,1948,24.7,8.2,135440,20.070423424,4.9217469643,1745,5392,0.1331,0.1086,0.1277,0.4241,0.0274,0.0732,0.064,0.2732,0.4346,0.1713,0.2827,0.7459,0.6651,0.7402,0.1875,0.9077,0.1025,0.2273,0.4537,0.1512
"Obion",423,0.0136893203883495,30900,56.7125488383822,4,0.991666666666667,123.5,20.3888888888889,60.6,76.171285112,8759.6303838,460.32249983,23.462636789,8.9190300041,4.8451550083,15.6,34,37.9,7.3,4870,13.052588799,11.821233739,14,7089,0.8064,0.8303,0.7969,0.8918,0.7033,0.7049,0.8914,0.6507,0.4304,0.7873,0.7545,0.5527,0.5148,0.5759,0.4941,0.4629,0.482,0.3862,0.8071,0.3833
"Ocean",10186,0.0173773299713733,586166,932.157341519109,1011,0.970037453183521,125,16.6111111111111,54.4,79.062568871,6848.7325373,336.81273581,14.812623183,6.0890008964,3.7600976944,10.9,662,28.1,8.2,53350,18.506524639,7.5825049529,263,4246,0.361,0.2483,0.219,0.6078,0.1,0.2356,0.4546,0.8548,0.6396,0.3025,0.1792,0.6444,0.4849,0.7663,0.39,0.7418,0.0805,0.6316,0.6425,0.2276
"Oceana",462,0.0176659528907923,26152,51.0643724734212,6,1,128.5,14.1388888888889,49.2,78.628662142,7446.0158982,353.1077177,17.275022756,8.2717872969,4.4416606091,14.1,7,30.7,8.3,3120,18.653534392,9.1861869114,15,3179,0.8281,0.7475,0.7479,0.6937,0.7692,0.5798,0.8628,0.6753,0.6348,0.689,0.5568,0.7116,0.5345,0.8188,0.6485,0.2098,0.7488,0.8997,0.313,0.6307
"Ochiltree",100,0.00945447669471495,10577,11.52575165018,3,1,134,21.1666666666667,49.5,77.278817827,6706.0233058,379.41457361,20.86742026,6.5853658537,3.8737996061,18.7,5,24.4,8.7,1030,19.679463046,28.640232975,4,6387,0.5877,0.4772,0.3002,0.2254,0.4483,0.9233,0.2939,0.0283,0.985,0.1114,0.6262,0.9659,0.9077,0.9755,0.4725,0.7144,0.681,0.9612,0.0704,0.0586
"Oconto",183,0.00488325550366911,37475,37.5799601042864,0,1,130,15.2777777777778,46.8,79.092796763,6385.9866798,306.69175538,12.439879534,8.1713605712,3.3073694336,19.3,8,37.3,8.9,3040,24.855614788,6.2773820274,12,2470,0.0544,0.1751,0.099,0.2502,0.2713,0.269,0.0818,0.6243,0.2693,0.2429,0.1254,0.2563,0.1261,0.4581,0.084,0.2865,0.5775,0.3868,0.1404,0.1035
"Ogemaw",50.5,0.00239302468843292,21103,37.4503826133413,2,1,128.5,12.7777777777778,44.7,74.987814357,9993.9735512,471.54348867,15.472084569,6.8094873757,4.1855969411,16.6,9,38.7,8,2970,18.257576971,7.3358823148,8,5062,0.6307,0.7918,0.7526,0.8918,0.7147,0.6014,0.844,0.923,0.114,0.9354,0.5415,0.1047,0.1258,0.1703,0.4846,0.3884,0.5091,0.6049,0.6705,0.3286
"Ogle",378,0.00726448091632394,52034,68.594197907126,5,1,132,17.2777777777778,51.3,78.80497729,6952.7208178,344.93353194,15.001773139,6.3651137595,3.5994723028,7.3,28,37.1,8.5,4650,20.178141919,6.6498134104,33,4772,0.2617,0.2948,0.2003,0.4502,0.249,0.4257,0.2859,0.4782,0.5791,0.2114,0.4715,0.6186,0.4222,0.7797,0.1719,0.6087,0.1659,0.4327,0.3986,0.1789
"Oglethorpe",181,0.0122770128196432,14743,33.5822930652263,7,0.987755102040816,119,22.3333333333333,62.4,78.746809878,7167.8277292,359.15146299,17.143860366,8.6172344689,3.5958310531,12,14,34.7,8.2,1850,15.654774559,18.933976385,1,6403,0.5018,0.6765,0.6422,0.3298,0.7533,0.8201,0.5323,0.5018,0.4502,0.6991,0.4072,0.6899,0.6297,0.688,0.1092,0.157,0.9274,0.0968,0.2763,0.1344
"Ohio",244,0.00564070555054673,43257,408.73983519209,4,1,128,18,51.5,75.822988837,9755.7768674,463.97282869,20.190441642,8.2438408086,5.0805274712,13,38,35.4,7.6,5450,12.524189866,6.3780156575,67,6435,0.3738,0.2716,0.5304,0.3158,0.2391,0.1598,0.4164,0.7011,0.1318,0.5107,0.588,0.1633,0.2808,0.135,0.8434,0.8755,0.2455,0.276,0.9653,0.8348
"Okaloosa",1048,0.00535245508125721,195798,210.476278829583,10,0.892,97.5,23.6666666666667,66.9,77.958049244,8033.6879395,381.76932959,15.266245736,7.8728275575,3.8898580676,11.1,391,27,7.3,26460,19.416485359,13.452469892,161,4905,0.3528,0.2308,0.263,0.4502,0.1729,0.2066,0.1738,0.2732,0.4521,0.3521,0.446,0.7281,0.6418,0.7326,0.5791,0.957,0.2824,0.4721,0.313,0.6593
